volatility,move_ease,trap_susceptibility,king_exposure,castling_status,defending_pieces,pawn_structure,doubled_pawns,backward_pawns,pawn_majority,mobility,piece_coordination,rooks_connected,bishop_pair,overworked_defenders,checks,captures,pins,tactical_motifs,material_imbalance,phase,space_control,passed_pawns,center_control,top_moves,evals_dict,human_move,game_number
35137.423655913975,0.41935483870967744,0.967741935483871,1,1,1,0.3333333333333333,1,1,-2,0.775,0.3076923076923077,1,0,4,2,4,0,0,2,0,1,0,2,"['g8h8', 'f8e8', 'd8e8', 'd8c8', 'd8b8', 'd8e7', 'd8d7', 'd8f6', 'd8d6', 'd8d5', 'a8c8', 'a8b8', 'c5e7', 'c5d6', 'c5b6', 'c5d4', 'c5b4', 'c5e3', 'c5a3', 'c5f2', 'g7f6', 'h7h6', 'g7g6', 'c7c6', 'b7b6', 'a7a6', 'e4e3', 'h7h5', 'g7g5', 'b7b5', 'a7a5']","{""d8f6"": 120, ""g7f6"": -105, ""c5f2"": -424, ""d8d6"": -451, ""d8c8"": -478, ""d8e8"": -517, ""c5a3"": -526, ""d8d7"": -540, ""c5b6"": -567, ""c5b4"": -570, ""c7c6"": -572, ""d8b8"": -591, ""c5d4"": -602, ""e4e3"": -603, ""c5e7"": -619, ""h7h5"": -622, ""g7g6"": -627, ""b7b6"": -643, ""a7a5"": -663, ""d8e7"": -663, ""g7g5"": -665, ""f8e8"": -686, ""h7h6"": -688, ""a8b8"": -691, ""a7a6"": -695, ""b7b5"": -732, ""a8c8"": -745, ""g8h8"": -745, ""d8d5"": -768, ""c5e3"": -774, ""c5d6"": -804}",d8f6,3
276105270.13968253,0.3425925925925926,0.3611111111111111,1,0,0,0.5,0,1,1,0.9,0.32,0,0,4,0,1,0,0,1,0,1,0,2,"['c4a6', 'c4b5', 'c4d3', 'c4b3', 'c4a2', 'e2h5', 'e2g4', 'e2e4', 'e2f3', 'e2e3', 'e2d3', 'e2d2', 'e2f1', 'e2d1', 'h1g1', 'h1f1', 'e1d2', 'e1f1', 'e1d1', 'a1a2', 'a1d1', 'a1c1', 'a1b1', 'e1g1', 'e1c1', 'd5d6', 'a3a4', 'h2h3', 'g2g3', 'f2f3', 'c2c3', 'b2b3', 'h2h4', 'g2g4', 'f2f4', 'b2b4']","{""e1g1"": -132, ""h1f1"": -133, ""a1d1"": -139, ""a3a4"": -141, ""c2c3"": -150, ""a1b1"": -153, ""h2h3"": -160, ""g2g3"": -166, ""h2h4"": -168, ""c4a2"": -183, ""e1c1"": -186, ""h1g1"": -200, ""e2d2"": -200, ""a1c1"": -200, ""d5d6"": -203, ""c4b3"": -206, ""g2g4"": -209, ""b2b3"": -218, ""b2b4"": -227, ""c4b5"": -230, ""a1a2"": -233, ""e1d1"": -238, ""e2f1"": -263, ""e1f1"": -349, ""e1d2"": -352, ""e2e4"": -391, ""f2f4"": -403, ""f2f3"": -425, ""e2g4"": -465, ""c4a6"": -502, ""e2h5"": -552, ""e2e3"": -643, ""c4d3"": -698, ""e2d3"": -763, ""e2f3"": -872, ""e2d1"": -99999}",e1g1,3
71317.23170731707,0.373015873015873,0.21428571428571427,0,1,1,0.3333333333333333,1,1,-2,1.0,0.28,1,0,4,2,1,1,1,1,0,1,0,2,"['g8h8', 'f8e8', 'f8d8', 'f8c8', 'f8b8', 'a8e8', 'a8d8', 'a8c8', 'a8b8', 'f6d8', 'f6e7', 'f6h6', 'f6g6', 'f6e6', 'f6d6', 'f6c6', 'f6b6', 'f6a6', 'f6g5', 'f6f5', 'f6h4', 'f6f4', 'f6f3', 'f6f2', 'c5e7', 'c5d6', 'c5b6', 'c5d4', 'c5b4', 'c5e3', 'c5a3', 'c5f2', 'h7h6', 'g7g6', 'c7c6', 'b7b6', 'a7a6', 'e4e3', 'h7h5', 'g7g5', 'b7b5', 'a7a5']","{""f6g6"": 147, ""f6d6"": 146, ""e4e3"": 130, ""c5d6"": 123, ""f6h6"": 108, ""f6e7"": 103, ""f6b6"": 94, ""f6g5"": 92, ""f6d8"": 85, ""a8e8"": 78, ""g8h8"": 75, ""g7g6"": 71, ""f6f4"": 70, ""f6h4"": 70, ""a7a6"": 59, ""a8d8"": 59, ""f6f5"": 53, ""c5e7"": 50, ""a7a5"": 50, ""a8b8"": 49, ""a8c8"": 48, ""h7h5"": 46, ""b7b6"": 42, ""f8e8"": 41, ""c5d4"": 37, ""h7h6"": 34, ""f8d8"": 33, ""f8c8"": 31, ""c5b6"": 26, ""g7g5"": 24, ""f8b8"": 21, ""b7b5"": 16, ""c7c6"": -1, ""f6f2"": -383, ""c5f2"": -465, ""c5a3"": -504, ""c5e3"": -512, ""f6f3"": -537, ""f6a6"": -555, ""c5b4"": -566, ""f6e6"": -665, ""f6c6"": -842}",f6g6,3
42446.68939393939,0.3434343434343434,0.2727272727272727,2,1,1,0.5,0,1,1,0.825,0.36,1,0,3,0,1,2,2,1,0,1,0,2,"['c4a6', 'c4b5', 'c4d3', 'c4b3', 'c4a2', 'e2h5', 'e2g4', 'e2e4', 'e2f3', 'e2e3', 'e2d3', 'e2d2', 'e2e1', 'e2d1', 'g1h1', 'f1e1', 'f1d1', 'f1c1', 'f1b1', 'a1a2', 'a1e1', 'a1d1', 'a1c1', 'a1b1', 'd5d6', 'a3a4', 'h2h3', 'g2g3', 'c2c3', 'b2b3', 'h2h4', 'g2g4', 'b2b4']","{""c2c3"": -140, ""b2b4"": -140, ""a1e1"": -140, ""a1c1"": -156, ""f1e1"": -157, ""g1h1"": -162, ""a1b1"": -178, ""a1d1"": -180, ""f1d1"": -181, ""a1a2"": -198, ""a3a4"": -198, ""f1c1"": -200, ""g2g4"": -216, ""b2b3"": -216, ""g2g3"": -216, ""e2e1"": -216, ""e2d2"": -218, ""c4a2"": -220, ""h2h3"": -220, ""c4b3"": -221, ""d5d6"": -222, ""e2d1"": -261, ""f1b1"": -266, ""h2h4"": -267, ""c4b5"": -300, ""c4a6"": -519, ""e2e3"": -567, ""c4d3"": -600, ""e2e4"": -639, ""e2g4"": -662, ""e2d3"": -690, ""e2h5"": -714, ""e2f3"": -857}",b2b4,3
54582.32388663968,0.37606837606837606,0.8974358974358975,0,1,1,0.3333333333333333,1,1,-2,0.975,0.32,1,0,6,2,1,2,2,1,0,1,0,2,"['g8h8', 'f8e8', 'f8d8', 'f8c8', 'f8b8', 'a8e8', 'a8d8', 'a8c8', 'a8b8', 'g6h6', 'g6f6', 'g6e6', 'g6d6', 'g6c6', 'g6b6', 'g6a6', 'g6h5', 'g6g5', 'g6f5', 'g6g4', 'g6g3', 'g6g2', 'c5e7', 'c5d6', 'c5b6', 'c5d4', 'c5b4', 'c5e3', 'c5f2', 'h7h6', 'f7f6', 'c7c6', 'b7b6', 'a7a6', 'e4e3', 'h7h5', 'f7f5', 'b7b5', 'a7a5']","{""c5d6"": 194, ""c5d4"": 156, ""c5b6"": 140, ""c5e7"": 115, ""b7b5"": -43, ""c5f2"": -352, ""f7f5"": -392, ""g8h8"": -417, ""a8c8"": -426, ""c5b4"": -441, ""g6d6"": -443, ""g6b6"": -443, ""a8d8"": -454, ""g6g2"": -486, ""f8c8"": -497, ""h7h6"": -499, ""a7a6"": -508, ""c7c6"": -508, ""b7b6"": -508, ""e4e3"": -509, ""h7h5"": -514, ""c5e3"": -515, ""f8e8"": -515, ""a8b8"": -517, ""g6g5"": -517, ""a7a5"": -522, ""f8d8"": -534, ""g6f6"": -537, ""a8e8"": -537, ""g6f5"": -558, ""g6h6"": -558, ""f7f6"": -562, ""f8b8"": -579, ""g6h5"": -601, ""g6a6"": -626, ""g6g4"": -629, ""g6g3"": -666, ""g6c6"": -755, ""g6e6"": -765}",c5d4,3
25053.071572580644,0.34375,0.8125,2,1,1,0.25,0,3,1,0.8,0.32,1,0,2,0,1,2,2,1,0,1,0,2,"['c4a6', 'c4b5', 'c4d3', 'c4b3', 'c4a2', 'e2h5', 'e2g4', 'e2e4', 'e2f3', 'e2e3', 'e2d3', 'e2d2', 'e2e1', 'e2d1', 'g1h1', 'f1e1', 'f1d1', 'f1c1', 'f1b1', 'a1a2', 'a1e1', 'a1d1', 'a1c1', 'a1b1', 'd5d6', 'b4b5', 'a3a4', 'h2h3', 'g2g3', 'c2c3', 'h2h4', 'g2g4']","{""a1e1"": -136, ""a1c1"": -155, ""d5d6"": -191, ""e2e1"": -242, ""c2c3"": -274, ""a1d1"": -284, ""a1a2"": -309, ""a1b1"": -311, ""e2d1"": -341, ""g1h1"": -350, ""h2h4"": -365, ""b4b5"": -365, ""f1e1"": -368, ""e2d2"": -370, ""c4b3"": -380, ""c4b5"": -387, ""f1c1"": -392, ""a3a4"": -410, ""e2h5"": -411, ""f1b1"": -414, ""h2h3"": -419, ""c4a2"": -424, ""f1d1"": -424, ""c4a6"": -440, ""g2g3"": -443, ""g2g4"": -495, ""e2e4"": -531, ""e2e3"": -602, ""c4d3"": -618, ""e2d3"": -688, ""e2g4"": -730, ""e2f3"": -862}",a1d1,3
92468.48141025641,0.36666666666666664,0.525,0,1,1,0.3333333333333333,1,1,-2,1.0,0.36,1,0,6,2,0,2,2,1,0,1,0,3,"['g8h8', 'f8e8', 'f8d8', 'f8c8', 'f8b8', 'a8e8', 'a8d8', 'a8c8', 'a8b8', 'g6h6', 'g6f6', 'g6e6', 'g6d6', 'g6c6', 'g6b6', 'g6a6', 'g6h5', 'g6g5', 'g6f5', 'g6g4', 'g6g3', 'g6g2', 'd4b6', 'd4c5', 'd4e3', 'd4c3', 'd4f2', 'd4b2', 'd4a1', 'h7h6', 'f7f6', 'c7c6', 'b7b6', 'a7a6', 'e4e3', 'h7h5', 'f7f5', 'c7c5', 'b7b5', 'a7a5']","{""g8h8"": 195, ""a8d8"": 185, ""a7a5"": 180, ""a8e8"": 167, ""a7a6"": 149, ""d4b6"": 140, ""h7h5"": 130, ""b7b6"": 117, ""a8c8"": 108, ""h7h6"": 108, ""f8e8"": 108, ""f8d8"": 106, ""d4c3"": 104, ""d4b2"": 103, ""a8b8"": 101, ""f8b8"": 93, ""c7c5"": 82, ""c7c6"": 82, ""f8c8"": 82, ""g6f5"": 51, ""g6d6"": 46, ""b7b5"": 32, ""g6b6"": 7, ""g6h6"": 3, ""g6f6"": -3, ""g6g5"": -12, ""f7f5"": -47, ""f7f6"": -116, ""e4e3"": -118, ""d4f2"": -331, ""d4a1"": -458, ""g6g2"": -485, ""d4e3"": -530, ""g6h5"": -544, ""g6g4"": -546, ""d4c5"": -582, ""g6c6"": -634, ""g6a6"": -650, ""g6g3"": -717, ""g6e6"": -749}",c7c6,3
47212.77849462366,0.3655913978494624,0.4838709677419355,2,1,1,0.25,0,3,1,0.775,0.4,1,0,3,0,3,2,2,1,0,1,0,3,"['c4a6', 'c4b5', 'c4d3', 'c4b3', 'c4a2', 'e2h5', 'e2g4', 'e2e4', 'e2f3', 'e2e3', 'e2d3', 'e2d2', 'e2e1', 'g1h1', 'f1e1', 'd1d4', 'd1d3', 'd1d2', 'd1e1', 'd1c1', 'd1b1', 'd1a1', 'd5c6', 'd5d6', 'b4b5', 'a3a4', 'h2h3', 'g2g3', 'c2c3', 'h2h4', 'g2g4']","{""d5c6"": -85, ""f1e1"": -89, ""c4b3"": -96, ""g1h1"": -98, ""c4a2"": -102, ""h2h3"": -122, ""c2c3"": -125, ""g2g3"": -127, ""a3a4"": -127, ""e2e1"": -133, ""d1d2"": -139, ""d1c1"": -147, ""d1e1"": -151, ""h2h4"": -161, ""d1b1"": -166, ""g2g4"": -184, ""e2d2"": -246, ""b4b5"": -277, ""d5d6"": -278, ""d1a1"": -400, ""d1d3"": -410, ""d1d4"": -467, ""c4a6"": -477, ""c4b5"": -488, ""e2e4"": -492, ""e2e3"": -544, ""c4d3"": -553, ""e2h5"": -591, ""e2d3"": -632, ""e2g4"": -653, ""e2f3"": -876}",g1h1,3
77205.93543543543,0.36936936936936937,0.43243243243243246,0,1,1,0.25,1,2,-2,0.925,0.4,1,0,7,1,2,0,0,1,0,2,0,4,"['g8h8', 'f8e8', 'f8d8', 'f8c8', 'f8b8', 'a8e8', 'a8d8', 'a8c8', 'a8b8', 'g6h6', 'g6f6', 'g6e6', 'g6d6', 'g6h5', 'g6g5', 'g6f5', 'g6g4', 'g6g3', 'g6g2', 'd4b6', 'd4c5', 'd4e3', 'd4c3', 'd4f2', 'd4b2', 'd4a1', 'c6d5', 'h7h6', 'f7f6', 'b7b6', 'a7a6', 'c6c5', 'e4e3', 'h7h5', 'f7f5', 'b7b5', 'a7a5']","{""b7b5"": 103, ""a8d8"": 87, ""a8c8"": 81, ""f8d8"": 65, ""a7a5"": 57, ""a8b8"": 53, ""g8h8"": 50, ""h7h6"": 42, ""a7a6"": 42, ""a8e8"": 40, ""d4b6"": 37, ""f8e8"": 28, ""c6c5"": 27, ""d4c3"": 2, ""d4b2"": 0, ""h7h5"": -1, ""g6f5"": -11, ""g6h6"": -19, ""g6d6"": -19, ""c6d5"": -25, ""g6f6"": -42, ""f8c8"": -51, ""b7b6"": -66, ""f8b8"": -68, ""g6g5"": -83, ""e4e3"": -151, ""f7f5"": -204, ""f7f6"": -329, ""d4f2"": -487, ""d4a1"": -500, ""d4c5"": -535, ""d4e3"": -574, ""g6g2"": -614, ""g6g4"": -684, ""g6h5"": -687, ""g6g3"": -713, ""g6e6"": -741}",a8d8,3
37406.10695187166,0.3627450980392157,0.7058823529411765,1,1,1,0.25,0,3,1,0.85,0.36,1,0,3,0,3,0,0,1,0,1,0,3,"['c4a6', 'c4b5', 'c4d3', 'c4b3', 'c4a2', 'e2h5', 'e2g4', 'e2e4', 'e2f3', 'e2e3', 'e2d3', 'e2d2', 'e2e1', 'h1g1', 'f1g1', 'f1e1', 'd1d4', 'd1d3', 'd1d2', 'd1e1', 'd1c1', 'd1b1', 'd1a1', 'd5c6', 'd5d6', 'b4b5', 'a3a4', 'h2h3', 'g2g3', 'f2f3', 'c2c3', 'h2h4', 'g2g4', 'f2f4']","{""d5c6"": -99, ""c4b3"": -115, ""c4a2"": -115, ""c2c3"": -135, ""f2f4"": -194, ""f2f3"": -223, ""a3a4"": -223, ""g2g3"": -231, ""d5d6"": -233, ""h1g1"": -243, ""e2d2"": -248, ""h2h3"": -249, ""d1d2"": -259, ""g2g4"": -261, ""f1g1"": -262, ""d1c1"": -270, ""b4b5"": -274, ""h2h4"": -295, ""e2e1"": -331, ""d1e1"": -339, ""d1b1"": -339, ""f1e1"": -349, ""d1d4"": -426, ""d1a1"": -479, ""c4d3"": -533, ""c4a6"": -534, ""e2e3"": -543, ""c4b5"": -548, ""d1d3"": -627, ""e2d3"": -642, ""e2e4"": -655, ""e2h5"": -724, ""e2f3"": -741, ""e2g4"": -743}",d5c6,3
48094.13949579832,0.38095238095238093,0.9428571428571428,1,1,1,0.25,1,2,-3,0.875,0.375,1,0,6,1,3,1,1,0,0,1,0,4,"['g8h8', 'f8e8', 'd8e8', 'd8c8', 'd8b8', 'd8a8', 'd8d7', 'd8d6', 'd8d5', 'g6h6', 'g6f6', 'g6e6', 'g6d6', 'g6c6', 'g6h5', 'g6g5', 'g6f5', 'g6g4', 'g6g3', 'g6g2', 'd4b6', 'd4c5', 'd4e3', 'd4c3', 'd4f2', 'd4b2', 'd4a1', 'b7c6', 'h7h6', 'b7b6', 'a7a6', 'e4e3', 'h7h5', 'b7b5', 'a7a5']","{""g6c6"": 96, ""b7c6"": 10, ""d8b8"": -90, ""b7b6"": -161, ""b7b5"": -200, ""d4c3"": -233, ""a7a5"": -242, ""a7a6"": -267, ""d4b6"": -269, ""g6h6"": -274, ""g6f6"": -275, ""g6d6"": -275, ""g8h8"": -276, ""d8c8"": -283, ""h7h6"": -290, ""d8e8"": -295, ""d4b2"": -298, ""h7h5"": -304, ""g6g5"": -304, ""g6f5"": -324, ""d8d6"": -331, ""e4e3"": -337, ""f8e8"": -341, ""d4f2"": -347, ""d8a8"": -370, ""d4c5"": -457, ""d8d5"": -489, ""d4a1"": -494, ""d8d7"": -563, ""d4e3"": -566, ""g6e6"": -664, ""g6g2"": -796, ""g6g3"": -805, ""g6g4"": -811, ""g6h5"": -847}",b7c6,3
60292.98655462185,0.37142857142857144,0.4,1,1,1,0.25,0,3,0,0.875,0.391304347826087,1,0,3,1,2,1,1,1,0,0,0,3,"['c4f7', 'c4e6', 'c4a6', 'c4d5', 'c4b5', 'c4d3', 'c4b3', 'c4a2', 'e2h5', 'e2g4', 'e2e4', 'e2f3', 'e2e3', 'e2d3', 'e2d2', 'e2e1', 'h1g1', 'f1g1', 'f1e1', 'd1d4', 'd1d3', 'd1d2', 'd1e1', 'd1c1', 'd1b1', 'd1a1', 'b4b5', 'a3a4', 'h2h3', 'g2g3', 'f2f3', 'c2c3', 'h2h4', 'g2g4', 'f2f4']","{""e2e1"": -63, ""f1e1"": -72, ""c4a2"": -95, ""f2f4"": -97, ""h2h3"": -98, ""g2g3"": -98, ""c4a6"": -104, ""e2d2"": -105, ""c4b3"": -112, ""f1g1"": -119, ""d1c1"": -121, ""f2f3"": -125, ""d1d2"": -126, ""a3a4"": -127, ""h2h4"": -135, ""g2g4"": -143, ""c2c3"": -147, ""d1e1"": -153, ""h1g1"": -153, ""d1b1"": -168, ""b4b5"": -183, ""c4f7"": -402, ""d1d4"": -432, ""d1a1"": -439, ""c4b5"": -473, ""c4e6"": -481, ""c4d3"": -519, ""c4d5"": -539, ""e2e3"": -557, ""d1d3"": -582, ""e2e4"": -613, ""e2h5"": -752, ""e2d3"": -762, ""e2f3"": -776, ""e2g4"": -808}",f2f3,3
45809.88680926916,0.3627450980392157,0.7941176470588235,1,1,1,0.16666666666666666,1,4,-3,0.85,0.43478260869565216,1,0,6,1,1,1,1,1,0,2,0,4,"['g8h8', 'f8e8', 'd8e8', 'd8c8', 'd8b8', 'd8a8', 'd8d7', 'd8d6', 'd8d5', 'g6h6', 'g6f6', 'g6e6', 'g6d6', 'g6h5', 'g6g5', 'g6f5', 'g6g4', 'g6g3', 'g6g2', 'd4b6', 'd4c5', 'd4e3', 'd4c3', 'd4f2', 'd4b2', 'd4g1', 'd4a1', 'e4f3', 'h7h6', 'a7a6', 'c6c5', 'e4e3', 'h7h5', 'a7a5']","{""e4e3"": 89, ""e4f3"": 24, ""d4c3"": -31, ""a7a5"": -42, ""c6c5"": -42, ""g8h8"": -50, ""d8d6"": -54, ""g6g5"": -60, ""h7h6"": -72, ""g6h5"": -73, ""d8b8"": -74, ""d4b6"": -78, ""d8c8"": -80, ""g6h6"": -85, ""d8e8"": -93, ""d8d7"": -93, ""d8a8"": -93, ""g6f5"": -100, ""g6f6"": -102, ""d8d5"": -141, ""h7h5"": -143, ""a7a6"": -145, ""g6g3"": -188, ""g6d6"": -201, ""d4b2"": -214, ""f8e8"": -327, ""d4e3"": -447, ""d4c5"": -449, ""d4f2"": -450, ""d4a1"": -453, ""d4g1"": -498, ""g6e6"": -542, ""g6g4"": -690, ""g6g2"": -808}",e4f3,3
1242943129.7109244,0.4,0.9142857142857143,2,1,1,0.25,0,3,1,0.875,0.4090909090909091,1,0,3,1,5,1,1,2,0,0,0,4,"['c4f7', 'c4e6', 'c4a6', 'c4d5', 'c4b5', 'c4d3', 'c4b3', 'c4a2', 'e2e5', 'e2e4', 'e2f3', 'e2e3', 'e2d3', 'e2f2', 'e2d2', 'e2e1', 'f1f3', 'f1f2', 'f1g1', 'f1e1', 'd1d4', 'd1d3', 'd1d2', 'd1e1', 'd1c1', 'd1b1', 'd1a1', 'g2f3', 'b4b5', 'a3a4', 'h2h3', 'g2g3', 'c2c3', 'h2h4', 'g2g4']","{""f1f3"": -33, ""e2f3"": -111, ""g2f3"": -128, ""e2d2"": -514, ""c4f7"": -538, ""e2f2"": -661, ""h2h3"": -699, ""c2c3"": -705, ""d1d4"": -706, ""g2g4"": -714, ""d1b1"": -732, ""a3a4"": -745, ""d1a1"": -751, ""d1e1"": -754, ""d1d2"": -754, ""h2h4"": -780, ""f1g1"": -781, ""g2g3"": -798, ""c4a2"": -803, ""c4d3"": -811, ""c4b5"": -811, ""c4a6"": -811, ""c4b3"": -816, ""d1c1"": -817, ""f1e1"": -828, ""b4b5"": -831, ""f1f2"": -834, ""d1d3"": -863, ""c4e6"": -932, ""c4d5"": -932, ""e2e1"": -99999, ""e2d3"": -99999, ""e2e3"": -99999, ""e2e4"": -99999, ""e2e5"": -99999}",f1f3,3
51570.444444444445,0.3611111111111111,0.5833333333333334,1,1,1,0.25,0,3,-2,0.9,0.38095238095238093,1,0,6,1,1,1,1,1,0,2,1,4,"['g8h8', 'f8e8', 'd8e8', 'd8c8', 'd8b8', 'd8a8', 'd8d7', 'd8d6', 'd8d5', 'g6h6', 'g6f6', 'g6e6', 'g6d6', 'g6h5', 'g6g5', 'g6f5', 'g6g4', 'g6e4', 'g6g3', 'g6d3', 'g6g2', 'g6c2', 'd4b6', 'd4c5', 'd4e3', 'd4c3', 'd4f2', 'd4b2', 'd4g1', 'd4a1', 'h7h6', 'a7a6', 'c6c5', 'e5e4', 'h7h5', 'a7a5']","{""g8h8"": 49, ""g6g4"": -22, ""g6h5"": -52, ""e5e4"": -54, ""g6h6"": -81, ""g6g5"": -84, ""d8d6"": -90, ""c6c5"": -93, ""d4b6"": -119, ""a7a5"": -121, ""h7h5"": -123, ""d8b8"": -125, ""h7h6"": -126, ""d8a8"": -129, ""d8e8"": -139, ""a7a6"": -165, ""d8d5"": -200, ""d8c8"": -229, ""d8d7"": -241, ""d4e3"": -262, ""g6d6"": -282, ""d4b2"": -286, ""d4c5"": -378, ""f8e8"": -389, ""d4f2"": -405, ""g6e6"": -484, ""d4c3"": -485, ""g6f6"": -487, ""d4g1"": -546, ""g6g3"": -581, ""d4a1"": -609, ""g6g2"": -637, ""g6e4"": -641, ""g6c2"": -665, ""g6d3"": -703, ""g6f5"": -704}",e5e4,3
37709.77187153931,0.37209302325581395,0.9534883720930233,2,1,1,0.25,0,3,1,1.0,0.3333333333333333,1,0,2,1,3,1,1,1,0,0,0,3,"['c4f7', 'c4e6', 'c4a6', 'c4d5', 'c4b5', 'c4d3', 'c4b3', 'c4a2', 'f3f7', 'f3f6', 'f3f5', 'f3f4', 'f3h3', 'f3g3', 'f3e3', 'f3d3', 'f3c3', 'f3b3', 'f3f2', 'f3f1', 'e2e4', 'e2e3', 'e2d3', 'e2f2', 'e2d2', 'e2f1', 'e2e1', 'd1d4', 'd1d3', 'd1d2', 'd1g1', 'd1f1', 'd1e1', 'd1c1', 'd1b1', 'd1a1', 'b4b5', 'a3a4', 'h2h3', 'g2g3', 'c2c3', 'h2h4', 'g2g4']","{""f3f4"": 22, ""f3f1"": -54, ""f3h3"": -128, ""f3f7"": -150, ""f3b3"": -154, ""f3g3"": -164, ""h2h3"": -237, ""d1e1"": -259, ""d1b1"": -287, ""h2h4"": -293, ""c4f7"": -377, ""d1f1"": -419, ""d1d4"": -479, ""f3d3"": -489, ""d1d3"": -489, ""e2e4"": -489, ""c2c3"": -499, ""f3e3"": -499, ""f3f6"": -505, ""c4d5"": -515, ""c4a2"": -516, ""f3c3"": -518, ""f3f2"": -535, ""d1d2"": -537, ""c4d3"": -542, ""f3f5"": -542, ""c4b3"": -546, ""e2d2"": -552, ""e2f1"": -563, ""e2e3"": -563, ""a3a4"": -565, ""b4b5"": -566, ""e2f2"": -578, ""e2d3"": -606, ""c4a6"": -634, ""d1c1"": -640, ""d1g1"": -640, ""g2g3"": -649, ""e2e1"": -659, ""g2g4"": -699, ""c4e6"": -745, ""c4b5"": -760, ""d1a1"": -801}",e2e4,3
56452.35798319328,0.3619047619047619,0.9714285714285714,1,1,1,0.3333333333333333,0,2,-1,0.875,0.3,1,0,5,1,1,1,1,0,0,1,0,4,"['g8h8', 'f8e8', 'd8e8', 'd8c8', 'd8b8', 'd8a8', 'd8d7', 'd8d6', 'd8d5', 'g6h6', 'g6f6', 'g6e6', 'g6d6', 'g6h5', 'g6g5', 'g6f5', 'g6g4', 'g6e4', 'g6g3', 'g6g2', 'd4f6', 'd4b6', 'd4e5', 'd4c5', 'd4e3', 'd4c3', 'd4f2', 'd4b2', 'd4g1', 'd4a1', 'h7h6', 'a7a6', 'c6c5', 'h7h5', 'a7a5']","{""g6e4"": 325, ""d4c5"": -62, ""d4b2"": -62, ""a7a5"": -65, ""c6c5"": -74, ""d4b6"": -80, ""d4f6"": -130, ""d4c3"": -168, ""d4e3"": -175, ""a7a6"": -187, ""d4f2"": -216, ""d4a1"": -252, ""d8e8"": -283, ""d8d6"": -291, ""d8d7"": -299, ""d4g1"": -302, ""g6h6"": -305, ""g8h8"": -315, ""g6d6"": -320, ""f8e8"": -357, ""d8c8"": -359, ""d4e5"": -396, ""g6g5"": -403, ""d8a8"": -403, ""g6f6"": -413, ""d8d5"": -469, ""g6h5"": -521, ""g6g3"": -563, ""g6g2"": -599, ""g6g4"": -627, ""g6e6"": -629, ""d8b8"": -637, ""g6f5"": -653, ""h7h6"": -758, ""h7h5"": -830}",g6e4,3
736371920.5092461,0.3684210526315789,0.7894736842105263,1,1,1,0.25,0,3,1,0.95,0.2631578947368421,0,0,0,1,2,1,1,5,0,0,0,2,"['c4f7', 'c4e6', 'c4a6', 'c4d5', 'c4b5', 'c4d3', 'c4b3', 'c4e2', 'c4a2', 'c4f1', 'f3f7', 'f3f6', 'f3f5', 'f3f4', 'f3h3', 'f3g3', 'f3e3', 'f3d3', 'f3c3', 'f3b3', 'f3f2', 'f3f1', 'd1d4', 'd1d3', 'd1d2', 'd1g1', 'd1f1', 'd1e1', 'd1c1', 'd1b1', 'd1a1', 'b4b5', 'a3a4', 'h2h3', 'g2g3', 'c2c3', 'h2h4', 'g2g4']","{""f3f7"": -484, ""c4b3"": -517, ""c4f7"": -523, ""f3d3"": -550, ""d1d4"": -560, ""c2c3"": -563, ""d1f1"": -583, ""c4a2"": -621, ""h2h3"": -645, ""a3a4"": -650, ""c4a6"": -652, ""f3h3"": -658, ""f3b3"": -663, ""d1d2"": -678, ""c4f1"": -680, ""b4b5"": -694, ""f3f1"": -696, ""d1e1"": -701, ""c4d3"": -704, ""c4b5"": -706, ""f3g3"": -711, ""d1c1"": -731, ""d1b1"": -734, ""h2h4"": -743, ""d1a1"": -764, ""d1g1"": -771, ""c4e2"": -775, ""f3f5"": -783, ""c4e6"": -794, ""c4d5"": -808, ""f3f4"": -844, ""f3f6"": -849, ""f3f2"": -858, ""f3e3"": -884, ""f3c3"": -923, ""d1d3"": -99998, ""g2g3"": -99999, ""g2g4"": -99999}",d1d3,3
